500,279168121
500,311371034
500,170314192
500,164116726
500,168395270
500,175465298
500,188069451
1000,378296275
1000,373634182
1000,359886180
1000,362378434
1000,400993482
1000,363731774
1000,374553096
1500,607323870
1500,606632627
1500,619531533
1500,615530044
1500,611006932
1500,592611958
1500,584872370
2000,839497028
2000,830634872
2000,855267478
2000,844855188
2000,835641680
2000,819258740
2000,805750504
2500,1073377093
2500,1086965820
2500,1076201718
2500,1086089659
2500,1027411759
2500,1062670358
2500,1084803096
3000,1317495419
3000,2091761292
3000,1337702159
3000,1363947104
3000,1365128495
3000,1343822881
3000,1360254442
3500,1613503920
3500,1626464588
3500,1579823820
3500,1644031297
3500,1569483199
3500,1632894892
3500,1602154947
4000,1871823732
4000,1849437633
4000,1877036561
4000,1868658376
4000,1843215485
4000,1874581056
4000,1798499702
4500,2179669162
4500,2154209580
4500,2140239801
4500,2175930443
4500,2137704247
4500,2154749720
4500,2138548931
5000,2400355799
5000,2460896568
5000,2431401899
5000,2447305037
5000,2374095833
5000,2403069416
5000,2435556903
5500,2681371719
5500,2707440898
5500,2736771676
5500,2742937661
5500,2726648322
5500,2704701200
5500,2698152435
6000,3010391934
6000,3026109400
6000,2950238542
6000,3008903115
6000,2977238916
6000,3024121153
6000,3030166109
6500,3356172683
6500,3310210187
6500,3253644698
6500,3282183611
6500,5007526667
6500,3211235590
6500,3248867836
7000,3707812749
7000,3601185983
7000,3613718191
7000,3803354671
7000,3534254920
7000,3589621942
7000,3571590693
7500,3916659676
7500,3836187465
7500,3888944220
7500,3895787604
7500,3915264447
7500,3947429896
7500,3867921383
8000,4282200554
8000,4203481616
8000,4113801775
8000,4247332943
8000,4218203500
8000,4210571760
8000,4241859782
8500,4500483233
8500,4537302946
8500,4538577922
8500,4418657937
8500,4465564054
8500,4483032084
8500,4481198798
9000,4787853644
9000,4843533647
9000,4814605246
9000,4752209154
9000,4710465683
9000,4739044885
9000,4769678359
9500,5070564785
9500,5099769643
9500,5039287008
9500,5071872345
9500,7470624904
9500,5107511270
9500,5041563675
10000,5348990875
10000,5296326539
10000,5300606458
10000,5319338636
10000,5423177833
10000,5426867105
10000,5430765581
10500,5579567236
10500,5589064127
10500,5573995145
10500,5603220008
10500,5617359791
10500,5614172488
10500,5594968830
11000,5258511770
11000,5736609964
11000,5832209077
11000,5814698548
11000,5816905629
11000,5773604775
11000,5754428141
11500,6043853565
11500,6133371490
11500,5495912455
11500,6023764010
11500,6050451957
11500,6074564687
11500,6225485920
12000,5788569036
12000,6192974514
12000,6313491361
12000,6326265902
12000,6465856671
12000,5836814102
12000,6227359472
12500,6596516319
12500,6611849111
12500,6679470165
12500,6080243680
12500,6944311254
12500,6828891184
12500,7457205467
13000,6668408608
13000,7177871313
13000,6908332579
13000,7223267787
13000,6376276537
13000,6851433591
13000,6873691222
13500,7122409438
13500,6601950461
13500,7120649831
13500,7270406079
13500,6580566202
13500,7063402519
13500,7148887500
14000,7393255667
14000,7230384026
14000,6863931882
14000,10776450455
14000,7361971458
14000,7319990969
14000,10773071250
14500,7681388078
14500,7576945188
14500,11198594198
14500,7688790499
14500,7595468949
14500,11145504567
14500,7686297034
15000,7947007343
15000,11482405996
15000,7886617231
15000,7960825162
15000,11553795190
15000,7877643512
15000,7856744021
15500,11871671570
15500,8195907229
15500,8144940674
15500,11729900660
15500,8217944336
15500,8112954428
15500,11842301491
16000,8500796925
16000,8373809243
16000,12131994864
16000,8509456412
16000,8458325084
16000,8511920677
16000,7982079537
16500,8705863909
16500,12210432005
16500,8715038757
16500,8773780838
16500,8836237448
16500,8155353364
16500,8676507807
17000,12560704233
17000,8999025167
17000,8961112050
17000,8746604425
17000,8467995981
17000,8815383169
17000,8702303395
17500,8931835941
17500,9389580483
17500,9316679208
17500,8998456238
17500,9348490004
17500,9400726223
17500,9010094778
18000,9541140924
18000,9527570821
18000,9298855678
18000,9168136235
18000,9313596913
18000,9337739595
18000,9131234472
18500,9542011198
18500,9557061347
18500,9431527104
18500,9672270779
18500,9720646564
18500,9512497757
18500,9397891057
19000,10404533081
19000,14282150173
19000,10197419092
19000,10086946425
19000,14197833751
19000,10225176304
19000,10059919636
19500,14745097248
19500,10447812991
19500,10338795210
19500,10261895411
19500,10165182908
19500,10371273902
19500,10274160178
20000,15254938386
20000,10728558850
20000,10669197071
20000,10730075812
20000,10535129891
20000,10773973324
20000,10706755771
